店の名前,駅からの距離,店のカテゴリ(キーワード),紹介文,評価,コメント数,ブックマーク数,夜の予算,昼の予算,住所
麺屋 柊助,吹田（ＪＲ）駅 243m,ラーメン、油そば・まぜそば,,3.26,102,1912,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市片山町1-3-5
寿堂,吹田市,からあげ,,3.02,2,22,-,～￥999,大阪府吹田市山田東1-18-20
離為火,南吹田駅 593m,喫茶店,,,10,,-,-,大阪府吹田市南吹田5-2-101
セブンイレブン 吹田上山田店,北千里駅 900m,コンビニ・スーパー,,3,3,9,-,-,大阪府吹田市上山田8-5
知るcafe 関西大学前店,関大前駅 335m,カフェ,,,1,14,-,-,大阪府吹田市千里山東1-9-16
高槻バーガー,吹田市,ハンバーガー,,3,1,5,-,-,大阪府吹田市千里万博公園3-3 パナソニックスタジアム吹田
パン工房 カナール,吹田（ＪＲ）駅 313m,パン,,3.05,7,41,-,-,大阪府吹田市元町7-5
グリーンマーケットMOA えさか店,江坂駅 392m,その他,,,4,,-,-,大阪府吹田市江の木町16-9 愛和会ビル 1F
業務スーパー 江坂店,江坂駅 399m,コンビニ・スーパー,,,3,,-,-,大阪府吹田市広芝町15-23
SOLAYA SWEETS,関大前駅 225m,ジェラート・アイスクリーム、和菓子,,3.02,3,71,-,-,大阪府吹田市千里山東1-6-16 1F
ピッツェリア カローレ,南千里駅 559m,イタリアン、ピザ、バル,,3.43,145,7259,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府吹田市佐竹台2丁目5-13 ルワーブル南千里 1F
炭火焼き鳥　一鶏。,江坂駅 216m,焼き鳥、焼酎バー,,3.19,33,1653,"￥4,000～￥4,999",-,大阪府吹田市江の木町1-8
とん東,吹田（ＪＲ）駅 328m,ラーメン,,3.14,38,399,～￥999,"￥1,000～￥1,999",大阪府吹田市朝日町20-9
麺商 ゴリマツ,関大前駅 201m,ラーメン,,3.07,24,218,～￥999,～￥999,大阪府吹田市千里山東1-6-17
焼肉かぼちゃ亭,吹田（阪急）駅 233m,焼肉、冷麺、韓国料理,,3.08,10,269,"￥3,000～￥3,999",～￥999,大阪府吹田市内本町1-7-17
Kitchen BISYOKU,北千里駅 885m,食堂,,3,2,11,-,-,大阪府吹田市山田丘3
国立民族学博物館 ミュージアム・ショップ,阪大病院前駅 625m,その他,,3.03,4,58,-,-,大阪府吹田市千里万博公園10-1 国立民族学博物館 本館 1F
大衆酒場順,吹田（ＪＲ）駅 162m,居酒屋,,3.02,2,35,-,-,大阪府吹田市朝日町23-11
Bar 男心,江坂駅 53m,バー,,,3,,-,-,大阪府吹田市江坂町1-23-35 コーポ江坂ビル 402
秋吉 江坂店,江坂駅 49m,焼き鳥、串揚げ、居酒屋,,3.08,67,1586,"￥2,000～￥2,999",-,大阪府吹田市江坂町1-23-27 ＧＯＵＴ　１Ｆ
カフェ ギャラリー ナーズ,関大前駅 358m,カフェ,,,2,15,-,-,大阪府吹田市千里山東1-14-26 前杉ビル 1F
キャンパス・フード・サービス,正雀駅 327m,学生食堂,,3.02,4,28,-,-,大阪府吹田市岸部南2-36-1 大阪学院大学12号館 1F
くまpan,南吹田駅 746m,パン,,3.09,14,213,-,～￥999,大阪府吹田市南金田1-11-22
トラットリア イル フィオレット,山田駅 452m,イタリアン,,3.26,29,4069,"￥8,000～￥9,999","￥8,000～￥9,999",大阪府吹田市山田東4-13-15 アパートメントカリーネ　１Ｆ
大起水産回転寿司 ららぽーとEXPOCITY店,万博記念公園駅 449m,回転寿司、海鮮,,3.13,99,806,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市千里万博公園2-1 ららぽーとEXPOCITY 1F
セブンイレブン 吹田江の木町店,江坂駅 401m,コンビニ・スーパー,,3.02,3,8,～￥999,-,大阪府吹田市江の木町6-14
クレヨンハウス,江坂駅 340m,オーガニック,,3.06,17,683,～￥999,～￥999,大阪府吹田市垂水町3-34-24
ふぐ料理 玄品 吹田,吹田（ＪＲ）駅 286m,ふぐ、鍋、日本料理,,3.01,8,208,"￥6,000～￥7,999",-,大阪府吹田市片山町3-15-18 サンクレオビル 1F
炭火焼肉 鶴兆 江坂店,江坂駅 181m,焼肉、韓国料理、居酒屋,,3.06,36,980,"￥4,000～￥4,999",～￥999,大阪府吹田市豊津町13-2
鳥貴族 北千里店,北千里駅 138m,焼き鳥、鳥料理、居酒屋,,3.01,12,184,"￥2,000～￥2,999",-,大阪府吹田市古江台4-2 ディオス北千里8番館B 107
ままや,吹田（ＪＲ）駅 118m,立ち飲み,,3.21,35,549,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市朝日町2-123 吹田さんくす2番館 B1F
鈴蘭,吹田市,中華料理,,3.07,11,229,-,～￥999,大阪府吹田市樫切山11-8
Pane e Trattoria Polvere,北千里駅 146m,イタリアン、パン,,3.09,27,711,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市古江台4-119 ディオス8番館　1F
居酒屋　大ちゃん,南千里駅 551m,居酒屋,,3.02,2,56,"￥3,000～￥3,999",-,大阪府吹田市佐竹台2-5-17
ミスタードーナツ 江坂芳野町ショップ,江坂駅 813m,カフェ、ドーナツ、ジェラート・アイスクリーム,,3.07,60,403,-,～￥999,大阪府吹田市芳野町5-32 1F
ハッケン酒場 関大前店,関大前駅 254m,居酒屋、焼き鳥,,3.01,7,42,-,-,大阪府吹田市千里山東1-7-25
Salon de フロレゾン,江坂駅 73m,バー,,3.02,1,13,-,-,大阪府吹田市江坂町1-23-33 第7マイダビル 2F
四季,吹田（ＪＲ）駅 302m,ラーメン,,3.22,78,907,～￥999,"￥1,000～￥1,999",大阪府吹田市片山町3-1-10
LAWSON HA 阪急南千里店,南千里駅 94m,コンビニ・スーパー,,3.07,1,4,-,-,大阪府吹田市津雲台1-1-1
イチリキ,関大前駅 288m,居酒屋、イタリアン,,3.08,25,373,～￥999,"￥1,000～￥1,999",大阪府吹田市千里山東1-16-3 アズビー千里山 1F
ダイニングバー アンビシャス,江坂駅 52m,ダイニングバー、ワインバー,,3.01,1,38,-,-,大阪府吹田市豊津町9-44 ハートランド江坂 301
栄すし,豊津駅 67m,寿司,,3.06,17,2112,"￥6,000～￥7,999",-,大阪府吹田市垂水町1-2-18
カフェ ラッキー,南吹田駅 627m,カフェ、喫茶店,,3.06,9,184,"￥2,000～￥2,999",～￥999,大阪府吹田市南金田2-6-5
らふれーず 千里山店,千里山駅 27m,ケーキ,,3.14,27,308,-,-,大阪府吹田市千里山西1-38-21 アルス千里山西 1F
らーめん 武双家,関大前駅 220m,ラーメン、つけ麺、餃子,,3.59,331,7411,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市千里山東1-6-16
ひとつ家 千里丘店,吹田市,惣菜・デリ,,3,1,4,-,-,大阪府吹田市山田南1-1 イズミヤショッピングセンター千里丘
カプチーノ,万博記念公園駅 209m,カフェ,,3.02,3,17,-,～￥999,大阪府吹田市千里万博公園1-7
焼肉冷麺 呉家 吹田竹見店,桃山台駅 366m,焼肉、冷麺、居酒屋,,3.07,11,244,"￥5,000～￥5,999",-,大阪府吹田市竹見台3-6-1 201
patisserie pazzle,吹田市,ケーキ,,3,7,48,-,-,大阪府吹田市岸部北4-15-5
餃子の王将 豊津店,豊津駅 674m,中華料理、餃子,,3.03,29,220,～￥999,"￥1,000～￥1,999",大阪府吹田市垂水町1-40-5
肉うどん 杜都商店,万博記念公園駅 945m,うどん,,,2,6,-,-,大阪府吹田市千里万博公園3-3 パナソニック スタジアム 吹田
寅辛,南吹田駅 565m,その他,,,6,85,-,-,大阪府吹田市南吹田5-2-5
石上鮮魚店,吹田（ＪＲ）駅 286m,その他,,,1,5,-,-,大阪府吹田市元町7-3
たこ焼 常笑,吹田（ＪＲ）駅 481m,たこ焼き,,,16,,-,-,大阪府吹田市内本町2-1-2
松竹堂 吹田山田本店,万博記念公園駅 892m,和菓子、大福,,3.65,484,15624,-,"￥2,000～￥2,999",大阪府吹田市山田東2-36-2
モスバーガー 江坂店,江坂駅 142m,ハンバーガー,,3.06,47,231,～￥999,"￥1,000～￥1,999",大阪府吹田市豊津町14-31
ドミノ・ピザ 千里丘店,千里丘駅 633m,ピザ,,,1,15,-,-,大阪府吹田市長野東12-32 エスト千里丘
松のや 吹田店,吹田（ＪＲ）駅 287m,とんかつ,,3.01,8,37,-,-,大阪府吹田市昭和町10-19
すし処 旬魚,山田駅 528m,寿司,,3,1,25,-,"￥1,000～￥1,999",大阪府吹田市山田西4-16-9 ikari王子店
太鼓亭 吹田金田店,豊津駅 743m,そば、うどん,,3.09,76,444,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市金田町5-21
勝真,吹田（ＪＲ）駅 309m,居酒屋、鍋、海鮮,,3.03,4,386,"￥3,000～￥3,999",～￥999,大阪府吹田市元町7-4
B.B. CURRY,桃山台駅 379m,カレー、つけ麺,,3.22,49,1538,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市竹見台3-6-6 竹見台マーケット 1F
けーきはうす 天使のたまご,豊津駅 289m,ケーキ,,3.05,4,114,-,-,大阪府吹田市出口町30-16 入江マンション 1F
陽氣楼,江坂駅 241m,創作料理,,3.09,27,704,-,～￥999,大阪府吹田市江坂町1-18-18 江坂パークビル 3F
すゞや,江坂駅 463m,食堂,,3.02,1,24,-,-,大阪府吹田市江坂町1-10-5
momomo DONUT & COFFEE,豊津駅 36m,ドーナツ,,3.12,10,236,-,-,大阪府吹田市垂水町2-1-3
麺屋 蝉 関大前店,関大前駅 269m,ラーメン、つけ麺,,3.43,164,2851,～￥999,"￥1,000～￥1,999",大阪府吹田市千里山東1-7-29 中村ビル 1F
珉珉 さんくす店,吹田（ＪＲ）駅 113m,中華料理,,3.05,38,317,"￥1,000～￥1,999",～￥999,大阪府吹田市朝日町2
スターバックスコーヒー ららぽーとEXPOCITY 2階店,万博記念公園駅 536m,カフェ,,3.08,75,291,～￥999,～￥999,大阪府吹田市千里万博公園2-1 ららぽーとEXPOCITY 2F
ラーメン熊きち,千里丘駅 866m,ラーメン,,3.51,277,7706,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市新芦屋下9-6
虎寿司 江坂店,江坂駅 392m,寿司、海鮮、日本料理,,3.28,51,2369,"￥5,000～￥5,999",-,大阪府吹田市江の木町8-27
ヤマダ食堂,吹田（阪急）駅 300m,食堂,,3.02,1,26,-,-,大阪府吹田市寿町1-3-8 1F
BAR AVANTI,江坂駅 476m,バー,,3.05,5,88,-,-,大阪府吹田市垂水町3-24-12 エレガントビジネス江坂　６Ｆ
LAWSON 五月ヶ丘東店,吹田市,コンビニ・スーパー,,,1,2,-,-,大阪府吹田市五月が丘東13-23
さたけん家,南千里駅 578m,カフェ,,3.04,4,52,-,～￥999,大阪府吹田市佐竹台2-5-5
沖縄料理　居酒屋　こずえ,江坂駅 392m,居酒屋,,3.03,4,116,-,-,大阪府吹田市豊津町5-28
オステリア エ バール ジェノ,江坂駅 352m,スペイン料理,,3.6,124,11757,"￥6,000～￥7,999",-,大阪府吹田市豊津町5-5
ビッグワン,緑地公園駅 616m,喫茶店,,3.06,6,186,-,-,大阪府吹田市江坂町4-28-10
ベーカリー ハナ,吹田（阪急）駅 383m,パン,,3.18,27,1447,-,-,大阪府吹田市内本町1-5-9
キッコ,吹田（ＪＲ）駅 282m,イタリアン,,3.27,31,1436,-,"￥1,000～￥1,999",大阪府吹田市朝日町17-18 第三丸二ビル 1F
スシロー 江坂店,江坂駅 178m,回転寿司,,3.07,51,285,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府吹田市江の木町2-1 クロッシング江坂 3F
楽串笑,吹田（ＪＲ）駅 626m,居酒屋,,3.04,4,33,-,-,大阪府吹田市内本町2-7-1
居酒屋 がたろう,吹田（阪急）駅 486m,居酒屋,,,6,,-,-,大阪府吹田市泉町3-7-8
松美屋,上新庄駅 480m,焼肉、ホルモン,,3.05,3,83,-,-,大阪府吹田市東御旅町9-29
喜鈴,江坂駅 710m,お好み焼き,,3.01,3,74,-,-,大阪府吹田市江坂町3-16-10
らーめん 塩一,宇野辺駅 188m,ラーメン,,3.01,2,70,-,-,大阪府吹田市青葉丘南2-1
伏見屋 北千里駅前店,北千里駅 15m,その他,,,4,,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市古江台4-119 ディオス北千里 5番館 1F
中国料理 温故知新,吹田市,中華料理、飲茶・点心、餃子,,3.28,36,881,"￥1,000～￥1,999",～￥999,大阪府吹田市山田東1-2-16
すみれ,豊津駅 677m,居酒屋,,3.01,3,53,-,-,大阪府吹田市垂水町3-4-33
Buff 江坂店,江坂駅 114m,焼肉、ステーキ、バル,,3.39,111,4301,"￥2,000～￥2,999",-,大阪府吹田市江坂町1-22-10
中華料理 哲ちゃん,桃山台駅 412m,中華料理,,3.09,23,454,-,-,大阪府吹田市竹見台3-6-9
カリー・ブラウン,江坂駅 484m,カレー,,3.37,81,2720,"￥5,000～￥5,999","￥1,000～￥1,999",大阪府吹田市豊津町29-20
ごはんとわたし ららぽーとEXPOCITY,万博記念公園駅 465m,食堂,,3.42,230,4628,"￥2,000～￥2,999","￥2,000～￥2,999",大阪府吹田市千里万博公園2-1 ららぽーとEXPOCITY 2F
たこ家道頓堀くくる 万博記念公園駅店,万博記念公園駅 41m,たこ焼き,,3.1,84,503,～￥999,～￥999,大阪府吹田市千里万博公園 大阪モノレール万博記念公園駅コンコース
阪急ベーカリー香房 ららぽーとEXPOCITY店,万博記念公園駅 564m,パン,,3.01,6,52,～￥999,～￥999,大阪府吹田市千里万博公園2-1
スターバックス・コーヒー 吹田山田店,吹田市,カフェ,,3.08,56,263,～￥999,～￥999,大阪府吹田市山田東2-17-5
ファミリーマート 万博記念公園店,万博記念公園駅 219m,コンビニ・スーパー,,3.03,7,18,-,-,大阪府吹田市千里万博公園1-20
純,南吹田駅 365m,居酒屋,,,6,,-,-,大阪府吹田市南吹田3-8-2
ファミリーマート 吹田広芝町店,江坂駅 275m,コンビニ・スーパー,,3.04,5,10,～￥999,～￥999,大阪府吹田市広芝町10-14
響,正雀駅 51m,チーズ料理,,,2,10,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市岸部南1-5-1 正雀ビル 1F
焼肉ダイニング幸の蔵,豊津駅 675m,焼肉,,3.18,13,482,"￥3,000～￥3,999",-,大阪府吹田市垂水町3-4-34
セブンイレブン 吹田佐井寺4丁目店,南千里駅 884m,コンビニ・スーパー,,3,1,4,-,-,大阪府吹田市佐井寺4-27-5
LIFE 豊津店,豊津駅 226m,コンビニ・スーパー,,3.01,1,5,-,-,大阪府吹田市出口町26-29
デンスケ,吹田市,ホルモン,,3.48,125,11402,"￥4,000～￥4,999",-,大阪府吹田市樫切山18-8 第２清涼マンション１０４
ベークショップ ブランチ,吹田（ＪＲ）駅 240m,パン,,3,4,160,-,-,大阪府吹田市片山町1-4-1
いやしん坊,山田駅 589m,焼肉、ホルモン,,3.53,134,8985,"￥5,000～￥5,999","￥1,000～￥1,999",大阪府吹田市山田東4-41
ダイニング くった,吹田市,もつ鍋、居酒屋,,3,1,16,"￥3,000～￥3,999",-,大阪府吹田市五月が丘東13-3
そば重,江坂駅 182m,そば,,3.09,49,393,-,"￥1,000～￥1,999",大阪府吹田市豊津町13-2
シャトレーゼ 江坂店,江坂駅 424m,ケーキ、和菓子、ジェラート・アイスクリーム,,3.06,47,279,～￥999,-,大阪府吹田市広芝町16-19
イースト・マリン,江坂駅 244m,ダイニングバー,,3.08,19,249,-,～￥999,大阪府吹田市江坂町1-18-18 江坂パークビル　３Ｆ
千里山パン工房 エメ ラ ヴィ,千里山駅 112m,パン,,3.06,8,159,-,-,大阪府吹田市千里山西1丁目41-24 フジハイツ1階
洋食 おかもと,緑地公園駅 494m,洋食,,3.22,31,1640,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市千里山西4-30-8 ヴェルタ千里山
エナジー,南吹田駅 646m,喫茶店,,,4,,-,-,大阪府吹田市南吹田5-2-18
和幸堂製パン,吹田（ＪＲ）駅 332m,パン,,3.09,15,325,-,～￥999,大阪府吹田市元町7-7
BURGER SUEO,吹田（ＪＲ）駅 747m,ハンバーガー,,3.02,5,197,-,"￥1,000～￥1,999",大阪府吹田市片山町4-33-41
江坂 久葉,江坂駅 267m,日本料理、ダイニングバー,,3.09,22,586,"￥3,000～￥3,999",～￥999,大阪府吹田市江坂町1-20-30 セントラルハイツ　１Ｆ
広島お好み焼 よしだや,吹田（ＪＲ）駅 337m,お好み焼き、もんじゃ焼き,,3.14,11,338,-,-,大阪府吹田市片山町2-16-3
フィードミーオレンジ ららぽーとＥＸＰＯＣＩＴＹ,万博記念公園駅 478m,その他,,3.02,1,,-,-,大阪府吹田市千里万博公園2-1 ららぽーとEXPOCITY
プラントベースカフェ アレ,吹田（ＪＲ）駅 320m,カフェ,,3.04,3,229,-,"￥1,000～￥1,999",大阪府吹田市朝日町18-11
セブンイレブン 吹田川岸町店,南吹田駅 471m,コンビニ・スーパー,,,1,,-,-,大阪府吹田市川岸町5-25
蕎麦処 そば好,岸辺駅 871m,そば、うどん、親子丼,,3.05,12,105,-,～￥999,大阪府吹田市岸部北2-1-26
そば辰,岸辺駅 98m,そば、食堂、丼,,3.35,91,1446,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市岸部南1丁目17-2
ベーカリーカフェCAFE CORE,岸辺駅 294m,パン,,,,,-,-,大阪府吹田市岸部新町5 吹田市市民病院
カプリチョーザ アザール桃山台店,桃山台駅 172m,イタリアン、パスタ、ピザ,,3.05,32,412,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市桃山台5-2-2 アザール桃山台　２Ｆ
TAG COFFEE STAN(D) 109シネマズ大阪エキスポシティ,万博記念公園駅 407m,カフェ,,3,3,75,-,-,大阪府吹田市千里万博公園2-1 109シネマズ大阪エキスポシティ
一番,吹田（ＪＲ）駅 364m,居酒屋,,,2,55,-,-,大阪府吹田市元町25-23
直,吹田（阪急）駅 582m,居酒屋,,,,,"￥1,000～￥1,999",-,大阪府吹田市泉町3-12-6
ガスト 千里丘店,千里丘駅 373m,ファミレス,,3.03,18,116,"￥1,000～￥1,999",～￥999,大阪府吹田市千里丘上2-20
韓国居酒屋 肝っ玉亭,江坂駅 500m,居酒屋、韓国料理,,3.54,159,12384,"￥6,000～￥7,999",-,大阪府吹田市江坂町1-4-18 1F
あんみつ姫,北千里駅 80m,喫茶店、甘味処,,3.05,5,42,-,-,大阪府吹田市古江台4-2-4 ディオス2番館
奄人,吹田（阪急）駅 284m,郷土料理、居酒屋,,3.08,13,396,-,-,大阪府吹田市寿町1-3-20 １Ｆ
浜,江坂駅 461m,居酒屋、そば、寿司,,3.18,36,575,"￥2,000～￥2,999",-,大阪府吹田市垂水町3-24-14-124
南大門 吹田天道店,吹田（ＪＲ）駅 983m,焼肉、ホルモン,,3.03,5,271,"￥4,000～￥4,999",-,大阪府吹田市天道町15-6
KISHIBE CAFE YAMAGUCHI,岸辺駅 98m,カフェ、喫茶店,,,19,,-,"￥1,000～￥1,999",大阪府吹田市岸部南1-25-3 dig the osakaホテル 1F
ラーメン大王 岸部本店,正雀駅 231m,ラーメン,,3.5,255,4838,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市岸部南1-19-13
焼鶏 かかし 吹田本店,吹田（ＪＲ）駅 238m,焼き鳥、鳥料理,,3.05,4,254,"￥3,000～￥3,999",-,大阪府吹田市朝日町13-28
サンタモニカ,江坂駅 615m,喫茶店、洋食、居酒屋,,,2,9,-,-,大阪府吹田市垂水町3-25-3 吉田マンション 1F
