店の名前,駅からの距離,店のカテゴリ(キーワード),紹介文,評価,コメント数,ブックマーク数,夜の予算,昼の予算,住所,緯度,経度
カフェプラグ,岡町駅 441m,カフェ,,3.16,24,188,-,～￥999,大阪府豊中市中桜塚2-20-10 サンリッチ豊中ビル 1F,34.780907,135.469315
マクドナルド 緑地北店,緑地公園駅 257m,ハンバーガー,,3.03,28,157,～￥999,～￥999,大阪府豊中市寺内2-3-16,34.776958,135.495239
吉秀榮壽堂,庄内駅 75m,和菓子,,3.01,1,10,-,-,大阪府豊中市庄内東町1-7-19,34.750347,135.47583
bb.q オリーブチキンカフェ 千里中央店,千里中央駅 137m,鳥料理、韓国料理,,3.26,61,463,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-3 せんちゅうパル,34.808842,135.494934
炭焼やきとり 鳥屋,庄内駅 726m,焼き鳥,,3.03,3,62,-,-,大阪府豊中市豊南町西3-20-22,34.749535,135.482574
キリヤ,豊中駅 132m,洋菓子,,3.2,24,448,-,-,大阪府豊中市本町1-11-5,34.788216,135.461884
響＆のんちゃん,庄内駅 742m,喫茶店,,,6,,-,-,大阪府豊中市庄内栄町1-7-2,34.752251,135.467331
Hoppe Thai Kitchen,緑地公園駅 108m,タイ料理,,3.29,39,1203,-,"￥1,000～￥1,999",大阪府豊中市東寺内町13-23 ラ・メゾン 2F,34.775269,135.496857
いか焼のいか太郎,庄内駅 101m,お好み焼き,,3.09,8,92,-,-,大阪府豊中市庄内東町2-1-23,34.749413,135.475693
FRESCO 熊野店,豊中市,コンビニ・スーパー,,3,2,6,-,-,大阪府豊中市熊野町4-23-2,34.792564,135.484207
鶏白湯そば 鴛鴦,庄内駅 118m,ラーメン,,3.16,42,934,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市庄内東町4-2-28,34.749844,135.476776
ボンシンタニ,岡町駅 209m,ケーキ,,3.23,34,2060,-,-,大阪府豊中市中桜塚2-27-8 １Ｆ,34.779697,135.466492
イタリアン食堂 bis fare,服部天神駅 745m,イタリアン,,3.18,24,479,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府豊中市北条町1-22-7 サンワード緑地 1F,34.765472,135.483047
ベーカリープラザ・80,服部天神駅 965m,パン,,3.06,9,114,-,-,大阪府豊中市小曽根1-24-9,34.75956,135.484558
ヒラオカ食堂,服部天神駅 297m,ダイニングバー,,3.04,3,129,"￥1,000～￥1,999",-,大阪府豊中市服部西町2-4-4,34.763241,135.472015
ベル・ヴィル 千里中央店,千里中央駅 257m,パンケーキ、カフェ,,3.2,88,1384,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-3 せんちゅうパル 2F,34.808842,135.494934
阪急OASIS 豊中駅前店,豊中駅 58m,コンビニ・スーパー,,3,2,4,-,-,大阪府豊中市玉井町1-1-1-200,34.787334,135.461502
シャトレーゼ イオンタウン豊中緑丘店,少路（大阪モノレール）駅 980m,ケーキ、スイーツ,,3.01,9,36,-,-,大阪府豊中市緑丘4-1,34.812378,135.478683
豊中牧場,豊中駅 130m,ホルモン、焼肉,,3.08,20,546,"￥3,000～￥3,999",-,大阪府豊中市本町1-12-1 木村ビル １F,34.788456,135.462692
ホリーズカフェ エディオン豊中店,三国駅 596m,カフェ,,3.01,11,33,-,-,大阪府豊中市日出町2-2-18,34.741467,135.479111
ヤキトリトオデン,庄内駅 120m,焼き鳥、おでん,,,10,,-,-,大阪府豊中市庄内東町4-2-28,34.749844,135.476776
コンセルボ 岡町店,岡町駅 43m,パン、サンドイッチ,,3.03,30,111,～￥999,-,大阪府豊中市中桜塚1丁目1-1 阪急岡町駅構内,34.779377,135.464859
大阪大学 生協3階 カフェテリア食堂,柴原阪大前駅 691m,学生食堂,,3.03,4,58,-,～￥999,大阪府豊中市待兼山町1-9 大阪大学生協福利会館 3F,34.807564,135.448441
ビリキーニ,桃山台駅 548m,イタリアン,,3.17,13,863,"￥6,000～￥7,999","￥2,000～￥2,999",大阪府豊中市新千里南町3-1-18,34.795811,135.492798
こまめ,曽根駅 775m,洋食、ハンバーグ、パスタ,,3.07,12,215,-,-,大阪府豊中市南桜塚3-15-24 エルム曽根 1F,34.775459,135.474503
五色うどん,豊中市,うどん,,3.31,78,697,～￥999,～￥999,大阪府豊中市庄内栄町3-24-1 夢の公衆浴場　五色,34.747002,135.464813
貴船寿司,服部天神駅 726m,寿司,,3.03,5,166,-,-,大阪府豊中市浜1-26-10,34.763432,135.483109
あほや 豊中緑丘店,少路（大阪モノレール）駅 711m,たこ焼き,,3.03,10,86,-,～￥999,大阪府豊中市向丘2-10-10,34.809994,135.472916
サンディ 庄内南店,庄内駅 902m,コンビニ・スーパー,,,1,6,-,-,大阪府豊中市大黒町1-2-3,34.741703,135.472092
ア・ビアント 本店,桃山台駅 554m,パン、サンドイッチ、洋菓子,,3.53,140,5809,-,～￥999,大阪府豊中市新千里南町3-1-14 ナカニシビル　１Ｆ,34.795811,135.492798
ぎょうざの満洲 豊中駅前店,豊中駅 82m,餃子,,3.05,40,439,～￥999,-,大阪府豊中市玉井町1-3-2,34.786678,135.460602
オステリア・カポ・エジリオ,少路（大阪モノレール）駅 260m,イタリアン,,3.31,39,2133,"￥5,000～￥5,999","￥3,000～￥3,999",大阪府豊中市緑丘1-27-10 1F,34.805714,135.478012
シッキム,庄内駅 242m,カフェ,,,4,68,"￥10,000～￥14,999",-,大阪府豊中市庄内西町2-17-2,34.751038,135.471634
高橋商店,庄内駅 75m,その他,,3.01,1,9,-,-,大阪府豊中市庄内東町1-7-19,34.750347,135.47583
ローソンストア100 庄内栄町店,庄内駅 671m,コンビニ・スーパー,,3,1,5,-,-,大阪府豊中市庄内栄町3-3-17 井原ビル 1F,34.748371,135.467667
ワンカヨ,岡町駅 374m,ペルー料理、中南米料理,,3.27,44,1288,～￥999,～￥999,大阪府豊中市中桜塚2-25-12 2F,34.779697,135.468475
酒蔵,岡町駅 582m,居酒屋,,,15,,-,-,大阪府豊中市宝山町2-34,34.78091,135.458908
カフェスタイル居酒屋 朝寝坊,服部天神駅 82m,洋食,,3.01,1,15,-,-,大阪府豊中市服部元町1-2-9,34.763027,135.476028
NOIRE,蛍池駅 111m,カフェ,,3.09,19,262,-,"￥1,000～￥1,999",大阪府豊中市蛍池中町2-3-1 ルシオーレ 1F,34.793552,135.44931
一二三,三国駅 436m,お好み焼き,,3.02,3,62,-,-,大阪府豊中市三国2丁目2-9,34.740658,135.480118
居酒屋 より道,三国駅 460m,居酒屋、串揚げ、麺類,,3.03,7,61,"￥1,000～￥1,999",-,大阪府豊中市神州町1-16 神州温泉 あるごの湯,34.739021,135.478485
塩井,服部天神駅 123m,日本料理,,3.05,6,192,"￥4,000～￥4,999",-,大阪府豊中市服部元町1-2-16,34.763027,135.476028
かさねや 豊中店,豊中市,とんかつ,,,6,,-,-,大阪府豊中市夕日丘2-17-17,34.782154,135.478821
楼蘭,岡町駅 551m,中華料理,,3.06,9,114,-,-,大阪府豊中市南桜塚1-1-6,34.777695,135.469986
美酒立呑処 かもしか,蛍池駅 75m,日本酒バー、立ち飲み、居酒屋,,3.01,3,269,"￥1,000～￥1,999",-,大阪府豊中市蛍池中町2-3-1 ルシオ-レ南館 1F,34.793552,135.44931
創作割烹 たかの,豊中市,創作料理,,3.55,49,2882,"￥8,000～￥9,999","￥3,000～￥3,999",大阪府豊中市上野東2-2-47 スタイルビル102,34.793472,135.4729
カフェスイーツ ムッシュ マキノ,少路（大阪モノレール）駅 367m,ケーキ、カフェ,,3.48,177,4595,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市少路2-10-27,34.805115,135.471619
トトロの台所,桜井駅 950m,居酒屋,,,20,,-,-,大阪府豊中市春日町2-3-14,34.808369,135.465897
アレサ,曽根駅 355m,その他,,3.01,1,36,-,-,大阪府豊中市曽根南町1-22-3 ハーツアベニュー　２Ｆ,34.768475,135.466827
キママヤ,豊中市,喫茶店,,3.02,1,17,～￥999,～￥999,大阪府豊中市中桜塚5-11-1,34.782745,135.475723
コーヒーハウスぽえむ 豊中本町店,豊中駅 278m,喫茶店,,3.09,25,442,～￥999,～￥999,大阪府豊中市本町3-15-27,34.789787,135.463104
おうちごはん とと。,庄内駅 134m,居酒屋,,,6,,-,-,大阪府豊中市庄内東町2-2-4 2F,34.749065,135.47583
ドミノ・ピザ 豊中小曽根店,豊中市,イタリアン、ピザ、パスタ,,3.01,5,26,-,-,大阪府豊中市小曽根4-2-5 HAPPINESS743 1F,34.757252,135.483963
眞瀬別邸,豊中市,焼肉、鉄板焼き,,3.28,38,1009,"￥10,000～￥14,999",-,大阪府豊中市西緑丘3-26-23,34.813843,135.477554
Platt Torte,曽根駅 56m,ケーキ、洋菓子,,3,2,8,-,-,大阪府豊中市曽根東町1-8-2,34.772449,135.468338
道頓堀 今井 伊丹空港ゲート店,大阪空港駅 195m,うどん、親子丼,,3.36,350,1984,-,～￥999,大阪府豊中市蛍池西町3-555,34.787849,135.444946
讃岐製麺 豊中夕日丘店,豊中市,うどん、天丼,,3.06,34,185,～￥999,～￥999,大阪府豊中市夕日丘1-2-17,34.784592,135.477661
焼鳥ビアスタンド 伍介,庄内駅 265m,焼き鳥、立ち飲み,,3.04,2,345,-,-,大阪府豊中市庄内西町2-28-10,34.749496,135.472229
ブロシェット,豊中市,串揚げ,,3.51,40,3549,"￥10,000～￥14,999",-,大阪府豊中市夕日丘3-11-17,34.779404,135.479858
金子厨房店,岡町駅 349m,カフェ,,3,3,106,-,-,大阪府豊中市中桜塚1-11-10 古民家nokisaki+,34.777912,135.468384
ホテルＡ．Ｐ,大阪空港駅 167m,ホテル,,3,3,19,-,-,大阪府豊中市蛍池西町2-12-27,34.792976,135.44281
ティッキー,桃山台駅 677m,喫茶店,,,1,22,-,-,大阪府豊中市上新田4-25-3,34.798431,135.499451
割烹 うを浅,岡町駅 123m,日本料理、寿司,,,7,,"￥5,000～￥5,999","￥5,000～￥5,999",大阪府豊中市岡町8-11,34.780125,135.465744
庄内マグナム,庄内駅 152m,ハンバーガー,,3,2,21,-,-,大阪府豊中市庄内東町2-2-9,34.749065,135.47583
あほや 桃山台店,桃山台駅 579m,たこ焼き,,3.01,7,65,-,-,大阪府豊中市新千里南町2-5-16,34.79652,135.49321
ほっかほっか亭 服部店,服部天神駅 182m,弁当,,3,1,17,-,-,大阪府豊中市服部本町2-2-3 申ビル 1F,34.765217,135.47644
KALDI COFFEE FARM 豊中緑丘店,少路（大阪モノレール）駅 961m,その他,,3.02,3,9,-,-,大阪府豊中市緑丘4-1 イオンタウン豊中緑丘 1F,34.812378,135.478683
炭火焼干物定食 しんぱち食堂 千里中央店,千里中央駅 526m,食堂、居酒屋、海鮮,いつでも生ビール176円で！大阪初上陸！豊洲市場の厳選素材を干物にして炭火で。,3.08,77,1266,"￥2,000～￥2,999",～￥999,大阪府豊中市新千里東町1-2-20 LABI LIFE SELECT 千里 4F,34.811497,135.4944
デリフランス 千里中央店,千里中央駅 129m,パン,,3.03,19,95,-,-,大阪府豊中市新千里東町1-1-3 SENRITOよみうり 2F,34.808811,135.494156
倉式珈琲店 豊中桜塚店,曽根駅 566m,喫茶店,,3.1,98,746,-,～￥999,大阪府豊中市南桜塚2-12-1,34.774929,135.472137
お好み幸房 和楽,豊中駅 258m,お好み焼き,,3.09,27,370,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市本町3-13-1,34.790672,135.461853
大分からあげ わん 豊中緑丘店,豊中市,からあげ,,3.18,8,42,-,"￥1,000～￥1,999",大阪府豊中市向丘3-11-49,34.814396,135.473724
焼肉ホルモン かっぱ,庄内駅 230m,焼肉、ホルモン,,3.04,6,199,"￥6,000～￥7,999",-,大阪府豊中市庄内西町2-16-4,34.750877,135.47258
BURGER KING イオンタウン豊中庄内店,庄内駅 624m,ハンバーガー,,3.34,46,212,-,～￥999,大阪府豊中市庄内西町5-1-22,34.74498,135.475403
めしや食堂 豊中名神口店,豊中市,食堂,,3.03,20,131,-,～￥999,大阪府豊中市名神口1-2-6,34.757355,135.464005
大分からあげ わん,庄内駅 291m,からあげ、鳥料理、弁当,,3.01,9,135,～￥999,～￥999,大阪府豊中市庄内東町5-1-19,34.74794,135.476303
ひょうたん寿司,服部天神駅 150m,寿司,,3.57,76,3788,"￥10,000～￥14,999",-,大阪府豊中市服部豊町1-2-6,34.764099,135.473816
551蓬莱 千里阪急店,千里中央駅 269m,肉まん、餃子、飲茶・点心,,3.05,35,412,～￥999,～￥999,大阪府豊中市新千里東町1-5-1 千里阪急 B1F,34.808746,135.49588
京煎堂,千里中央駅 274m,和菓子,,3.01,3,124,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F,34.808746,135.49588
鳥富,庄内駅 68m,その他,,3.01,1,16,-,-,大阪府豊中市庄内東町1-7-19 豊南市場,34.750347,135.47583
鼓月 阪急千里店,千里中央駅 268m,和菓子,,3.01,2,19,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1,34.808746,135.49588
パリワール 緑地公園店,緑地公園駅 255m,インド料理、インドカレー,,3.08,37,453,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市寺内1-1-36 ライオンズマンション 第２緑地公園　１Ｆ,34.776356,135.492096
十八番まんじゅう,岡町駅 23m,たい焼き・大判焼き、和菓子、お好み焼き,,3.08,15,224,-,～￥999,大阪府豊中市中桜塚1-2-36,34.779503,135.46579
三田屋本店 豊中店,緑地公園駅 857m,ステーキ,,3.08,65,1203,"￥6,000～￥7,999","￥3,000～￥3,999",大阪府豊中市西泉丘3-8-12,34.781452,135.489227
トルタイシーオ 曽根店,曽根駅 57m,ケーキ,,3,8,132,-,-,大阪府豊中市曽根東町1-8-2,34.772449,135.468338
Bleu Bar,少路（大阪モノレール）駅 494m,バー,,3.04,3,67,"￥3,000～￥3,999",-,大阪府豊中市上野坂2-1-7 パルシェ上野坂 1F,34.800655,135.471924
パパアンジェロ,曽根駅 168m,イタリアン,,3.15,35,804,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府豊中市曽根東町3-3-22 バイキングビル１Ｆ,34.770584,135.468643
スンドゥブ専門店 K.A.M,少路（大阪モノレール）駅 500m,韓国料理,,3.47,255,9398,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市上野西3-17-18,34.800961,135.47139
